,train_texts,train_labels
747,"""...Pero nadie me ""LOQUITA"" emoji cara pensativa emoji "" todas las palabras la conducen a LOCA  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji manos en oración tono de piel claro emoji  url",1
748,"@usuario @usuario Te comparto un estudio que topa que la gente trans es tan diversa de su expresión de género como la gente Cis.

Entiéndase, hay tantas mujeres trans tomboy o genderqueer como mujeres que no son trans tomboy o genderqueer url",0
749,No superare ese maldito beso en mi puta vida  emoji corazón rojo emoji,1
750,"hashtag no sabía que significaba ser trans, averígualo con @usuario hoy a las 11 pm por @usuario @usuario @usuario @usuario  emoji corazón rojo emoji  emoji bandera del arcoíris emoji  hashtag crónicas de impacto hashtag todos somos unicable hashtag feliz miércoles url url",0
751,"Puta madre aposté en las carreras de caballos, y perdí, ganando como siempre",1
752,"Y recuerden, las violencias nunca vienen solas. 

Si es violento con las mujeres trans, es violento en otras áreas.",0
753,Jjaja no puedo con tanta maricones de mi parte  emoji cara llorando de risa emoji  emoji cara revolviéndose de la risa emoji  url,0
754,"Se perdió 3-2 ante @usuario, no pasa nada, jugando así el @usuario va rumbo al bi.
Hay que tener calma en la definición y protegernos ante los contragolpes",1
755,El transexual @usuario me bloqueo en Instagram  emoji cara mareada emoji  url,2
756,La tía loca tras la máscara y los pequeños luchadores!  emoji bíceps flexionado tono de piel medio emoji  @usuario Arena Mexico CMLL url,1
757,"@usuario Puta para que quieres viejo, si acá puedes llegar y vamos.  emoji cara con símbolos en la boca emoji  emoji cara con símbolos en la boca emoji",0
758,"@usuario @usuario @usuario Yo lo veo así:

Queer baiting = uso mensajes queer para venderte algo.

Pink washing = niego negligencias a la diversidad, diciendo que soy diversa.

Rainbow tax = te cobro más por el mismo producto solo porque lo pinté de arcoíris.

Sobra decir, se pisan o combinan los 3.",0
759,@usuario @usuario Eres un crack vamos por el bi,1
760,Nunca me imagine que ser travesti fuera tan cansado  emoji cara de por favor emoji  url,0
761,"@usuario suena a que esta correcto. Hay gente que dice ""demisexual""",0
762,"LOL conservadores diciendo el COVID es castigo de Dios a la gente gay, y al tiempo respetando la cuarentena.",0
763,@usuario @usuario @usuario @usuario Nayeli en ssu look fachoso. Así va al super?! Para la proxima que salga vestida como cuando trapea!! @usuario,1
764,"""En espera de que vuelvas y tal vez vuelvas por mi""  emoji cámara con flash emoji  by. @usuario hashtag callme hashtag drama hashtag queen hashtag comback hashtag style hashtag bloggerstyle hashtag gaypride hashtag gay hashtag photographylovers hashtag manunisima hashtag simplementemanunna hashtag shinebright url",0
765,"Por eso  a @usuario nadie razona como el @usuario sobre la homosexualidad, a leer ""sensacional de maricones""",0
766,"@usuario @usuario joto, joto rendón, fuera de México RT",2
767,"Califica @usuario como un ""crimen de odio"" el asesinato del joven travesti ante la forma en la que le quitaron la vida.",0
768,@usuario @usuario ay! ay! tú las traes. Maricón.,2
769,@usuario @usuario Defendiendo al mayate chale  jaja,0
770,"Típico, cenas mucho y amaneces como rarita de la pancita  emoji cara cansada emoji",1
771,"Esos de @usuario han de ser del ""Ratlas""  emoji cara de desaprobación emoji . Lo bueno q se gano por ambos lados, para q no quede duda q el BI es valido  emoji cara sonriendo con gafas de sol emoji  url",1
772,"García Lorca fue ejecutado por ""comunista, homosexual y masón""  -  url",0
773,Amigas que no discriminan como Bárbara de Regil hashtag tiktok hashtag gay hashtag gaysp hashtag gays hashtag gaystagram hashtag gayselfie hashtag gaystyle hashtag gayhumor hashtag gaysingle hashtag wendy del valle hashtag gaymexico hashtag beard hashtag gayguy hashtag pride emoji arcoíris emoji  hashtag pridemonth hashtag pridemonth2020 hashtag gaypride url,0
774,Que puto coraje ala verga,1
775,Quiéreme así de loquita xd,1
776,"Hace falta música gay. Duetos de amor entre hombres, declaraciones de ""más que amigas"" entre mujeres.",0
777,El ninja más cabrón es el ninja bisexual.,0
778,"LOL. En este hilo hay fotos de mujeres que NO son trans, como si lo fueran.

Por eso mero es que no sirve hacer reglas para sacar a la gente trans de nada. Siempre perjudican a la gente que no es trans. PERO. BUENO.

A ver si ustedes identifican cuáles de las fotos no son trans. url",0
779,"""@usuario: hashtag argentina Cristina Fernández será madrina de hija de matrimonio de lesbianas url"" /  emoji manos aplaudiendo emoji  emoji manos aplaudiendo emoji  emoji manos aplaudiendo emoji",0
780,@usuario Por la foto ¿es maya o mayate?,0
781,"@usuario @usuario Nel mi hashtag mbappe, que chingue a su madre el putito de  emoji caca con ojos emoji  de hashtag neymar, un hashtag aigrecito juerte y se cae pinque mariquita de miércoles hashtag alv",2
782,@usuario Todo eso hace sentido hasta que te sacan del baño por que la gente asume que mujer trans no es mujer,0
783,"Lo juro pienso menos de la gente cuando consistentemente se refiere a las mujeres trans como ""un trans"".

Peor si lo siguen haciendo cuando una les comenta.",0
784,"Queridos periodistas: publicar algo a favor de las mujeres trans se deshace cuando hablan de nosotras como ""los trans"".",0
785,"De paso, van CUATRO años desde que sale un personaje trans en una peli mayor.

Y ni hablar que cuando nos incluyen es para hablar del drama que es ser trans y lo difícil y como solo la pasamos requete mal

url",0
786,"@usuario @usuario Pero ahora se Culea el Puñal y ya ninconvive con la Banda
Ni al partido de México viene el Putin  emoji dedo corazón hacia arriba tono de piel claro emoji",1
787,"@usuario @usuario Oh ¡uf! OTRA cuenta anónima que le dice ""las verdades"" a una persona trans que sí da su nombre y rostro.

Oh no. Que haremos. El radicalismo en todo su esplendor.",0
788,Pues igual el homosexual tiene razón url,0
789,"-Jjaja piiinche joto, quien te pinto las uñas joto?
-Tu mamá",2
790,Andamos de parranda mi rey. La noche es loca. @usuario  emoji jarras de cerveza brindando emoji  emoji flecha top emoji,1
791,"@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario Ser gay, bisexual, trans es un llamado de la propia naturaleza del individuo. Que durante su vida se le guíe y forme como para evitarlo, así hacer pensar al individuo que esta mal eso es lo que se tiene que url",0
792,"Todos ofendidos porque Molotov cantaba PUTO, wey en México el PUTO no lo vemos como sinónimo de ""homosexual"" PUTO es el que le pone salcita de la que no pica a sus tacos, el que le va al America, el que se ofende de cualquier pendejada, esos son los PUTOS! url",2
793,Pinche joto chismoso,2
794,Nieve!! José al fresco Jimenez  emoji cara sonriendo con ojos de corazón emoji  puto tequila ajuaaa!  emoji cara sonriendo con los ojos cerrados emoji  url,1
795,"Oh mire. Biólogos dicen que cuando la banda dice ""PERO LA BIOLOGÍA BÁSICA DE PRIMARIA NO PERMITE A LA GENTE TRANS"".. no saben de lo que hablan. url",0
796,"Eduardo Yañez en su papel de transexual en hashtag mi tio, la nueva serie de Pantaya  emoji fuego emoji  emoji mujer bailando tono de piel claro emoji  emoji chispas emoji  url",0
797,@usuario @usuario Jjaja todo un mayate papi dile a tu presidentito jaja los de la marina parecen mayates bueno son,2
798,"emoji cara pensativa emoji Soy 78,6% heterosexual, 67,9% homosexual, lo que me coloca en el cuadrante bisexual. url vía @usuario",0
799,Mientras tanto en Grindr ya se conocieron y acostaron 15 felices hombres gay en lo que me tomó escribir este tuit. url,0
800,¿Desde cuándo los jugadores de fut se volvieron tan homosexuales? url,2
801,¿Sabían que hashtag bumblebee era un reboot de la franquicia hashtag transformers? ¿No? Paramount acaba de anunciar que más que una precuela era el reinicio de la saga por lo que ya se prepara una nueva entrega hashtag transformers totalmente desconectada a las 5 películas pasadas. url,1
802,"@usuario @usuario Yo todo lo que hice fue decir en voz alta que soy mujer trans, que soy súper feliz por esto.. y los medios enloquecieron.

¿COMO ALGUIEN PUEDE SER TRANS Y FELIZ?

.. y acá estamos.",0
803,ES : La actriz Patricia Velasquez se declara lesbiana url,0
804,@usuario gracias. La verdad es que no solo es la iglesia. En la Biblia católica hay mucho lenguaje anti-mujer anti-trans y anti-lgbt,0
805,De no ser x Olga S. Cordero los jueces no hubieran aprobado la constitucionalidad del aborto o los matrimonios gays u,0
806,MAMES el desmadre!!! y nadie respeta la puta ciclopista  emoji cara enfadada emoji  (at @usuario) url url,1
807,¿Diganme por qué Mad Max esta ganando oscar's si es la peooor puta película?,1
808,Soy una marica.,0
809,"hashtag escrituray diversidad sexual emoji arcoíris emoji 

Lia García se ha centrado en construir puentes afectivos entre la experiencia trans y la sociedad, por medio del performance. 

Conócela en el ciclo hashtag la palabra dicha
Jueves 13, 19:00 en el @usuario 

hashtag entrada libre url",0
810,"¿En qué momento @usuario permitió que el apartado de mujeres se llevará de homosexuales que fingen ser mujeres?

Y todavía cobran por verlos.

Estás fracasando, @usuario.",2
811,@usuario @usuario pinches jotos.,2
812,"Jjaja ¿como es eso de la primera lesbiana en el espacio?
Terror: ""Serás la primera en colonizar Marte, Juliana.. tu y Carlos"" ""NOOO"" url",0
813,La pinche gente que viene a Costco a comprar las botellitas de agua y se lleva como 10 paquetes de 20 no mamen compren el puto garrafón culeros les voy a meter un VERGAZO,1
814,CNDH emite recomendación general para permitir matrimonio entre homosexuales url | hashtag méxico url,0
815,No me gusta ver mucho de f(x) porque me pongo emo y lesbiana,0
816,"Y en sus sueños eróticos, el Escritor Fantasma se encontró con su amado Zapata, en un cogidón muy revolucionario. Dos cabrones, mitad humanos y mitad demonios, espíritus fantasmales capaces de lubricar por los siglos de los siglos, amén"" pag.22 novela gay TU SANGRE POR MI VIDA. url",0
817,"@usuario conductora de @usuario vestida de @usuario
hashtag moda hashtag fashion hashtag abelibanezcouture hashtag abelibanez hashtag abelibanezdesigner url",1
818,"Talleres de VOZ PRÓXIMAMENTE. Y ADEMÁS daré uno por primera vez de MAQUILLAJE ""FANTASY DRAG QUEEN"" pueden empezar a anotarse al 5520935423",0
819,Aquí más contexto sobre la malicia de quienes comenzaron a difamar a mujeres trans en el caso de la masacre de Texas. url,0
820,"@usuario Kowo

.. es lo tuyo. 

En marcha lencha me dejaste genuinamente tocada de lo talentosa que eres.",0
821,"Mientras tanto, Starbucks en USA: ""vamos a cubrir toda la transición de nuestras y nuestros baristas trans, incluido cirugías"".

Los veo, @usuario @usuario (aseguradoras que no cubren temas trans)  emoji dorso de mano con índice hacia abajo tono de piel claro emoji  url",0
822,"En su adolescencia, mi novio parecía integrante de una boyband. En la mía, yo era una rarita que se brincaba las clases para ir al billar url",1
823,"Cuando veo que alguien tiene de foto de perfil un coche, pienso que es un Transformer. Luego me fijo, y veo que en realidad es un retrasado.",1
824,"Salió gallito. Cristian Castro y su amiga Loretta Vazquez,con un ""travesti"" trabaja en  Universal Music",0
825,"Reconociendo lesbianas (@usuario Facultad de Filosofía y Letras in San Nicolás de los Garza, NL) url",0
826,"Entre las cosas que podemos ver que le salen poca madre a @usuario son:
1- Arruinarle el BI al @usuario
2- fastidiarle la fiesta al hermano mayor @usuario
3- Presentar a nuevos jugadores.

hashtag ser de leon es un orgullo",1
827,Ufff lo haría mil y una veces con la bandera trans. url,0
828,Que pena que el mejor performance sea de unas vestidas. Que malos premios hashtag vmas,2
829,"Tengo familiares Gay, Trans y lesbianas a los que amo muchísimo. Pero ellos tienen sus propios concursos, Miss universo si debería ser solo para mujeres. url",2
830,Me cuesta un buen lidiar con las muertes Trans. Desde que salí del clóset hace 5 años he despedido a más de 8 amigas :(,0
831,"@usuario me parece excelente porque yo amo a shakira, *se vuelven lenchas*",0
832,Todo lo que digo es que las transodiantes que insisten las mujeres son vulvas con zapatos le podrían estar fondeando cirugías de confirmación genital a las mujeres trans que las buscan y no las pueden costear.,0
833,Me hacia lesbiana.  emoji cara sonriendo con ojos de corazón emoji  url,0
834,"Oiga es verdad. Cada que digan que un personaje ""no es gay"" pues tampoco se puede así como así confirmar que sea hétero.

Por consecuencia todos los personajes son queer/bi/pan/omni/a/nb hasta que se compruebe lo contrario.",0
835,@usuario A puta y que hace Dorlan ahí,1
836,Los chicos trans son lo maaaximo url,0
837,@usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario @usuario Excelente url Jejeje todo un chacal,0
838,"Ayer en Roja hablábamos de la gente trans racial.

Les comparto par noticias que topé hoy url",0
839,"@usuario Lesbianas, chicos gay, gente no binaria.. acá no hay reglas. ¡Caigan! También tenemos galletas. url",0
840,"¿Te interesa conocer sobre los distintos tipos de beca con los que contamos?
Te damos una plática informativa hoy a las 10 h en BI-104/105.",1
841,"Amo el teatro de la diversidad. 
Pero llega un momento que te cae el 20 que casi nunca le dan papeles a mujeres trans y les ENCANTA hacer papeles de ""el travesti que es mujer loooca"".

Actrices, demasiado trans para los papeles Cis. Pero demasiado Cis para los papeles trans.",0
842,"@usuario C L A R A M E N T E es un espacio TERF.
Pero así de.. OBVEAMENTE.

Que, bien que puedes ir igual. Todo el mundo tiene algo que compartir. Pero eso si, prepárate para escuchar del como la gente trans somos el fin de la sociedad, la mujer, la familia natural y esas cosas.",0
